mu_-0.01,mu_-0.015,mu_-0.02,mu_-0.025,mu_-0.03
16,1,40,10,8
95,50,8,103,37
11,38,79,29,4
74,20,97,1,10
47,45,31,16,42
83,63,57,8,21
32,77,37,4,13
59,8,43,4,27
121,73,33,53,48
29,53,8,11,3
12,9,102,0,40
42,17,5,72,3
4,97,33,7,69
61,23,37,15,8
55,68,75,2,120
98,25,33,20,5
62,62,54,9,21
37,59,9,0,31
21,29,13,63,9
30,13,8,11,1
12,21,49,66,20
115,59,20,10,12
3,26,44,9,31
138,215,43,11,48
38,99,50,1,4
66,38,25,71,3
21,76,68,72,61
100,37,8,69,0
71,84,30,49,36
2,7,56,92,54
15,16,48,5,17
31,4,48,15,80
83,51,49,10,22
57,15,0,14,2
13,43,40,12,16
40,13,10,48,16
41,132,45,41,30
40,47,45,16,149
14,19,13,14,58
31,61,21,6,27
116,40,25,5,3
0,81,124,128,56
129,23,76,2,22
98,11,34,37,27
3,43,25,8,16
7,43,110,64,52
6,78,7,61,39
41,3,6,87,4
40,16,3,27,14
22,36,28,6,13
104,72,21,41,10
21,119,37,10,18
99,41,98,44,24
101,176,78,1,3
75,3,23,31,2
54,40,15,69,56
50,56,62,108,89
35,18,8,5,112
81,27,147,66,10
187,80,11,42,1
25,16,38,51,16
55,19,38,24,85
76,82,43,1,42
23,69,7,7,17
39,88,11,103,5
107,6,43,122,20
34,26,110,41,1
23,36,68,60,7
76,35,71,31,20
82,89,23,35,47
67,18,3,59,31
46,23,90,38,66
55,14,8,47,40
64,48,57,84,9
50,19,136,31,43
68,26,101,28,30
35,128,0,82,31
139,27,78,27,6
31,1,65,77,48
40,1,29,13,38
101,117,25,43,44
84,54,3,45,44
29,49,22,10,136
68,13,5,26,46
8,76,2,63,9
64,96,40,5,24
30,17,20,61,14
48,49,22,37,11
33,76,37,38,47
31,47,24,49,7
27,62,0,25,36
3,35,49,26,17
112,84,71,36,32
62,7,2,184,6
64,93,29,53,31
36,99,50,5,24
37,4,78,55,53
109,1,3,8,7
75,40,35,150,5
45,6,70,17,5
27,74,1,4,26
106,46,50,25,19
62,26,39,16,70
143,69,20,107,87
42,39,75,57,6
13,52,41,34,60
96,35,44,12,59
2,133,63,51,0
61,76,88,38,9
7,26,12,2,5
11,100,0,6,144
30,23,78,33,36
17,25,25,69,17
39,144,20,11,36
38,92,84,17,2
92,51,34,2,19
11,68,2,23,45
9,43,15,60,49
57,94,8,30,52
47,25,81,34,63
33,5,50,8,152
72,65,74,9,11
65,33,13,50,4
16,32,0,19,25
14,65,15,5,1
63,10,2,5,11
2,45,104,58,37
41,46,58,11,12
17,6,13,9,4
115,139,29,53,64
49,34,3,146,87
93,39,31,51,32
28,13,115,18,2
9,28,4,15,4
108,40,21,22,7
1,50,76,39,2
49,76,29,68,57
123,15,5,9,22
16,25,89,38,23
4,37,22,69,43
9,107,30,12,25
242,55,35,3,63
17,60,31,27,45
116,2,15,44,91
48,15,70,128,4
38,37,18,11,9
15,106,13,20,217
79,106,38,12,12
5,47,21,0,29
70,46,8,9,6
36,107,12,50,31
16,5,8,27,39
15,4,23,4,9
52,78,32,10,2
29,20,16,51,40
122,38,115,91,5
21,98,47,24,43
16,31,71,1,21
27,38,32,127,2
95,6,11,3,5
73,33,51,16,13
23,13,25,22,18
0,50,23,13,13
3,131,19,4,31
26,18,51,11,22
2,46,81,15,10
5,46,7,2,7
151,1,21,64,15
10,55,24,42,10
73,19,7,30,16
46,11,21,4,11
135,38,128,38,53
146,19,35,56,61
31,128,30,100,19
49,122,89,26,20
82,72,73,8,43
51,79,11,14,62
35,19,16,42,126
43,32,50,14,30
43,9,36,48,102
112,19,71,7,1
18,70,8,44,16
38,35,20,34,64
71,30,72,54,91
27,33,75,84,18
31,76,13,47,4
56,49,92,2,55
38,22,20,78,28
33,18,8,10,17
2,16,4,59,92
69,60,14,33,72
63,82,5,61,16
67,8,35,23,0
13,30,19,21,8
16,129,46,4,16
17,52,87,75,61
36,4,29,26,46
10,26,69,22,3
5,32,40,0,5
10,8,12,81,43
12,17,40,11,23
36,44,36,63,36
24,29,112,72,16
6,22,8,27,50
41,84,28,10,76
8,37,45,14,99
76,127,57,23,9
34,18,142,41,42
95,33,26,16,23
34,180,79,20,41
38,109,76,7,4
45,101,64,6,5
15,45,36,15,7
34,12,54,32,35
98,67,1,176,4
44,0,30,40,49
90,100,93,62,29
127,10,98,3,72
76,6,81,179,61
29,13,10,23,10
32,19,38,21,30
97,2,22,29,17
0,3,60,22,51
35,12,13,46,4
36,24,48,14,81
4,74,43,105,7
77,54,55,26,24
15,11,41,17,1
97,61,52,54,6
114,7,28,13,96
13,148,27,21,24
6,7,72,7,38
48,19,7,72,21
88,43,124,1,32
139,120,77,39,3
13,33,4,3,16
28,33,121,47,8
10,19,153,26,33
45,44,10,16,133
0,59,26,36,52
44,2,61,40,83
58,60,27,5,0
47,25,24,30,40
11,60,23,18,67
77,9,1,11,25
